employee_name,user_id,Domain,Email,Role
Kuame S Wolfe,KSW0597,dtaa.com,Kuame.S.Wolfe@dtaa.com,Technician
Jerome S Hoffman,JSH0598,dtaa.com,Jerome.S.Hoffman@dtaa.com,Administrative Assistant
Adele A Chase,AAC0599,dtaa.com,Adele.A.Chase@dtaa.com,Administrative Staff
Danielle C Casey,DCC0600,dtaa.com,Danielle.C.Casey@dtaa.com,Technician
Shea A Sampson,SAS0601,dtaa.com,Shea.A.Sampson@dtaa.com,Technician
Martin B Dickerson,MBD0602,dtaa.com,Martin.B.Dickerson@dtaa.com,Senior Manger
Martena J Pena,MJP0603,dtaa.com,Martena.J.Pena@dtaa.com,Tradesman
Heather I Bean,HIB0604,dtaa.com,Heather.I.Bean@dtaa.com,Administrative Staff
Vincent K Baker,VKB0605,dtaa.com,Vincent.K.Baker@dtaa.com,Foreman
Anjolie M Anthony,AMA0606,dtaa.com,Anjolie.M.Anthony@dtaa.com,Technician
Hillary T Chambers,HTC0607,dtaa.com,Hillary.T.Chambers@dtaa.com,Administrative Staff
Stacey H Skinner,SHS0608,dtaa.com,Stacey.H.Skinner@dtaa.com,Tradesman
Omar X Chavez,OXC0609,dtaa.com,Omar.X.Chavez@dtaa.com,Director
Cyrus A Holmes,CAH0610,dtaa.com,Cyrus.A.Holmes@dtaa.com,Administrative Assistant
Sopoline N Douglas,SND0611,dtaa.com,Sopoline.N.Douglas@dtaa.com,Technician
Melinda M Houston,MMH0612,dtaa.com,Melinda.M.Houston@dtaa.com,Tradesman
Dakota A Oconnor,DAO0613,dtaa.com,Dakota.A.Oconnor@dtaa.com,Loading Dock
Kane J Mathis,KJM0614,dtaa.com,Kane.J.Mathis@dtaa.com,Janitor
Clio N Brewer,CNB0615,dtaa.com,Clio.N.Brewer@dtaa.com,Technician
Emily N Daniels,END0616,dtaa.com,Emily.N.Daniels@dtaa.com,Tradesman
Kiayada I Mccall,KIM0617,dtaa.com,Kiayada.I.Mccall@dtaa.com,Technician
Bevis M Le,BML0618,dtaa.com,Bevis.M.Le@dtaa.com,Engineer
Driscoll N Hill,DNH0619,dtaa.com,Driscoll.N.Hill@dtaa.com,Engineer
Dale M England,DME0620,dtaa.com,Dale.M.England@dtaa.com,Security
Neve M Rios,NMR0621,dtaa.com,Neve.M.Rios@dtaa.com,Director
Cooper K Wade,CKW0622,dtaa.com,Cooper.K.Wade@dtaa.com,Security
Brynne B Potter,BBP0623,dtaa.com,Brynne.B.Potter@dtaa.com,Tradesman
Noble G Cantu,NGC0624,dtaa.com,Noble.G.Cantu@dtaa.com,Administrative Assistant
Omar N Quinn,ONQ0625,dtaa.com,Omar.N.Quinn@dtaa.com,Foreman
Zachery B Mills,ZBM0626,dtaa.com,Zachery.B.Mills@dtaa.com,Project Manager
Deborah S Hobbs,DSH0627,dtaa.com,Deborah.S.Hobbs@dtaa.com,Loading Dock
Caesar B Price,CBP0628,dtaa.com,Caesar.B.Price@dtaa.com,Technician
Idona C Fernandez,ICF0629,dtaa.com,Idona.C.Fernandez@dtaa.com,Technician
MacKensie V Walker,MVW0630,dtaa.com,MacKensie.V.Walker@dtaa.com,Tradesman
Germaine D Justice,GDJ0631,dtaa.com,Germaine.D.Justice@dtaa.com,Tradesman
Quintessa L Craig,QLC0632,dtaa.com,Quintessa.L.Craig@dtaa.com,Tradesman
Kermit N Joyce,KNJ0633,dtaa.com,Kermit.N.Joyce@dtaa.com,Foreman
Brennan D Ingram,BDI0634,dtaa.com,Brennan.D.Ingram@dtaa.com,Engineer
Yvette C Velazquez,YCV0635,dtaa.com,Yvette.C.Velazquez@dtaa.com,Tradesman
Oliver E Sampson,OES0636,dtaa.com,Oliver.E.Sampson@dtaa.com,Administrative Assistant
Tyler T Glover,TTG0637,dtaa.com,Tyler.T.Glover@dtaa.com,Janitor
Colton J Gates,CJG0638,dtaa.com,Colton.J.Gates@dtaa.com,Of Council
Thomas A Olsen,TAO0639,dtaa.com,Thomas.A.Olsen@dtaa.com,Janitor
Jessamine I Harris,JIH0640,dtaa.com,Jessamine.I.Harris@dtaa.com,Administrative Staff
Upton S Barnes,USB0641,dtaa.com,Upton.S.Barnes@dtaa.com,Engineer
Eve D Rowland,EDR0642,dtaa.com,Eve.D.Rowland@dtaa.com,Tradesman
David D Wynn,DDW0643,dtaa.com,David.D.Wynn@dtaa.com,Foreman
Nichole E Patrick,NEP0644,dtaa.com,Nichole.E.Patrick@dtaa.com,Technician
Carolyn H Mckee,CHM0645,dtaa.com,Carolyn.H.Mckee@dtaa.com,Technician
Alexander F Rodgers,AFR0646,dtaa.com,Alexander.F.Rodgers@dtaa.com,Engineer
Aaron C Donovan,ACD0647,dtaa.com,Aaron.C.Donovan@dtaa.com,Senior Manger
Benjamin X Young,BXY0648,dtaa.com,Benjamin.X.Young@dtaa.com,Foreman
Hollee A Grant,HAG0649,dtaa.com,Hollee.A.Grant@dtaa.com,Technician
Xerxes X Davenport,XXD0650,dtaa.com,Xerxes.X.Davenport@dtaa.com,Foreman
Quinn K Robbins,QKR0651,dtaa.com,Quinn.K.Robbins@dtaa.com,Engineer
Zelda C Acosta,ZCA0652,dtaa.com,Zelda.C.Acosta@dtaa.com,Administrative Staff
Camden B Curry,CBC0653,dtaa.com,Camden.B.Curry@dtaa.com,Engineer
Jonathan B Schwartz,JBS0654,dtaa.com,Jonathan.B.Schwartz@dtaa.com,Engineer
Hope D Benjamin,HDB0655,dtaa.com,Hope.D.Benjamin@dtaa.com,Technician
Maia F Nichols,MFN0656,dtaa.com,Maia.F.Nichols@dtaa.com,Engineer
Paula F Foley,PFF0657,dtaa.com,Paula.F.Foley@dtaa.com,Engineer
Alfreda A Kelley,AAK0658,dtaa.com,Alfreda.A.Kelley@dtaa.com,Tradesman
Robert D Trujillo,RDT0659,dtaa.com,Robert.D.Trujillo@dtaa.com,Engineer
Selma E Sawyer,SES0660,dtaa.com,Selma.E.Sawyer@dtaa.com,Engineer
Allegra M Merrill,AMM0661,dtaa.com,Allegra.M.Merrill@dtaa.com,Tradesman
Zia K English,ZKE0662,dtaa.com,Zia.K.English@dtaa.com,Engineer
Vivian C Gould,VCG0663,dtaa.com,Vivian.C.Gould@dtaa.com,Administrative Staff
Gil H Stevens,GHS0664,dtaa.com,Gil.H.Stevens@dtaa.com,Project Manager
Keelie P Bird,KPB0665,dtaa.com,Keelie.P.Bird@dtaa.com,Technician
Lacey C Kelly,LCK0666,dtaa.com,Lacey.C.Kelly@dtaa.com,Technician
Yen C Scott,YCS0667,dtaa.com,Yen.C.Scott@dtaa.com,Technician
Fritz I Mccullough,FIM0668,dtaa.com,Fritz.I.Mccullough@dtaa.com,Administrative Staff
Vanna F Pate,VFP0669,dtaa.com,Vanna.F.Pate@dtaa.com,Tradesman
Tatum G Casey,TGC0670,dtaa.com,Tatum.G.Casey@dtaa.com,Administrative Staff
Talon H Lindsay,THL0671,dtaa.com,Talon.H.Lindsay@dtaa.com,Foreman
Leila Y Crawford,LYC0672,dtaa.com,Leila.Y.Crawford@dtaa.com,Administrative Staff
Kendall S Barton,KSB0673,dtaa.com,Kendall.S.Barton@dtaa.com,Tradesman
Stephen B Hull,SBH0674,dtaa.com,Stephen.B.Hull@dtaa.com,Director
Macon N Daugherty,MND0675,dtaa.com,Macon.N.Daugherty@dtaa.com,Administrative Assistant
Kenneth K Walls,KKW0676,dtaa.com,Kenneth.K.Walls@dtaa.com,Engineer
Abbot R Cherry,ARC0677,dtaa.com,Abbot.R.Cherry@dtaa.com,Security
Adele Q Griffith,AQG0678,dtaa.com,Adele.Q.Griffith@dtaa.com,Technician
Slade D Leon,SDL0679,dtaa.com,Slade.D.Leon@dtaa.com,Administrative Assistant
Hall F Cherry,HFC0680,dtaa.com,Hall.F.Cherry@dtaa.com,Administrative Staff
Hayes C Maynard,HCM0681,dtaa.com,Hayes.C.Maynard@dtaa.com,Security
Noble W Good,NWG0682,dtaa.com,Noble.W.Good@dtaa.com,Director
Shelley A Elliott,SAE0683,dtaa.com,Shelley.A.Elliott@dtaa.com,Engineer
Plato C Obrien,PCO0684,dtaa.com,Plato.C.Obrien@dtaa.com,Project Manager
Jescie D Richardson,JDR0685,dtaa.com,Jescie.D.Richardson@dtaa.com,Tradesman
Drew B Gomez,DBG0686,dtaa.com,Drew.B.Gomez@dtaa.com,Engineer
Caesar T Finch,CTF0687,dtaa.com,Caesar.T.Finch@dtaa.com,Foreman
Robert H Pate,RHP0688,dtaa.com,Robert.H.Pate@dtaa.com,Administrative Assistant
Yardley Q Woods,YQW0689,dtaa.com,Yardley.Q.Woods@dtaa.com,Foreman
Lacy M Hester,LMH0690,dtaa.com,Lacy.M.Hester@dtaa.com,Administrative Staff
Sierra J Allison,SJA0691,dtaa.com,Sierra.J.Allison@dtaa.com,Tradesman
Bernard C Gilbert,BCG0692,dtaa.com,Bernard.C.Gilbert@dtaa.com,Technician
Gray R Graham,GRG0693,dtaa.com,Gray.R.Graham@dtaa.com,Project Manager
Alden L Warren,ALW0694,dtaa.com,Alden.L.Warren@dtaa.com,Foreman
Emily A Ratliff,EAR0695,dtaa.com,Emily.A.Ratliff@dtaa.com,Technician
Dexter K Robinson,DKR0696,dtaa.com,Dexter.K.Robinson@dtaa.com,Loading Dock
George S Leon,GSL0697,dtaa.com,George.S.Leon@dtaa.com,Administrative Assistant
Driscoll B Marshall,DBM0698,dtaa.com,Driscoll.B.Marshall@dtaa.com,Engineer
Riley M Estrada,RME0699,dtaa.com,Riley.M.Estrada@dtaa.com,Technician
Ima M French,IMF0700,dtaa.com,Ima.M.French@dtaa.com,Tradesman
Nicolas L Drake,NLD0701,dtaa.com,Nicolas.L.Drake@dtaa.com,Foreman
Phelan M Beasley,PMB0702,dtaa.com,Phelan.M.Beasley@dtaa.com,Administrative Assistant
Justin H Colon,JHC0703,dtaa.com,Justin.H.Colon@dtaa.com,Engineer
Vance J David,VJD0704,dtaa.com,Vance.J.David@dtaa.com,Foreman
Zephr R Robinson,ZRR0705,dtaa.com,Zephr.R.Robinson@dtaa.com,Technician
Nelle F David,NFD0706,dtaa.com,Nelle.F.David@dtaa.com,Technician
Savannah C Wyatt,SCW0707,dtaa.com,Savannah.C.Wyatt@dtaa.com,Technician
Noah W Tillman,NWT0708,dtaa.com,Noah.W.Tillman@dtaa.com,Foreman
Autumn A Simon,AAS0709,dtaa.com,Autumn.A.Simon@dtaa.com,Technician
Lillith A Hull,LAH0710,dtaa.com,Lillith.A.Hull@dtaa.com,Technician
Jayme L Campos,JLC0711,dtaa.com,Jayme.L.Campos@dtaa.com,Technician
Matthew A Hoffman,MAH0712,dtaa.com,Matthew.A.Hoffman@dtaa.com,Administrative Assistant
Patricia V Wiley,PVW0713,dtaa.com,Patricia.V.Wiley@dtaa.com,Technician
Talon J Pace,TJP0714,dtaa.com,Talon.J.Pace@dtaa.com,Engineer
Gage L Barber,GLB0715,dtaa.com,Gage.L.Barber@dtaa.com,Administrative Assistant
Brynne V Maldonado,BVM0716,dtaa.com,Brynne.V.Maldonado@dtaa.com,Tradesman
Kiayada L Singleton,KLS0717,dtaa.com,Kiayada.L.Singleton@dtaa.com,Administrative Staff
Ciara E Bauer,CEB0718,dtaa.com,Ciara.E.Bauer@dtaa.com,Technician
Karleigh N Hancock,KNH0719,dtaa.com,Karleigh.N.Hancock@dtaa.com,Tradesman
Josiah J Boyd,JJB0720,dtaa.com,Josiah.J.Boyd@dtaa.com,Engineer
Freya F Prince,FFP0721,dtaa.com,Freya.F.Prince@dtaa.com,Administrative Assistant
Paki A Craig,PAC0722,dtaa.com,Paki.A.Craig@dtaa.com,Engineer
Dominique L Mitchell,DLM0723,dtaa.com,Dominique.L.Mitchell@dtaa.com,Technician
Jeremy Q Hicks,JQH0724,dtaa.com,Jeremy.Q.Hicks@dtaa.com,Project Manager
Dalton C Mcpherson,DCM0725,dtaa.com,Dalton.C.Mcpherson@dtaa.com,Security
Avram B Sullivan,ABS0726,dtaa.com,Avram.B.Sullivan@dtaa.com,Engineer
Jordan Z Oconnor,JZO0727,dtaa.com,Jordan.Z.Oconnor@dtaa.com,Janitor
Madeson G Bullock,MGB0728,dtaa.com,Madeson.G.Bullock@dtaa.com,Tradesman
Hyacinth R Koch,HRK0729,dtaa.com,Hyacinth.R.Koch@dtaa.com,Administrative Staff
Aubrey E Wolfe,AEW0730,dtaa.com,Aubrey.E.Wolfe@dtaa.com,Administrative Staff
Hayley C Gilmore,HCG0731,dtaa.com,Hayley.C.Gilmore@dtaa.com,Tradesman
MacKensie G Yates,MGY0732,dtaa.com,MacKensie.G.Yates@dtaa.com,Tradesman
Renee K Church,RKC0733,dtaa.com,Renee.K.Church@dtaa.com,Administrative Staff
Adam A Holman,AAH0734,dtaa.com,Adam.A.Holman@dtaa.com,Administrative Staff
Stella J Chavez,SJC0735,dtaa.com,Stella.J.Chavez@dtaa.com,Tradesman
Brynne I Merritt,BIM0736,dtaa.com,Brynne.I.Merritt@dtaa.com,Administrative Staff
Hayden R Tanner,HRT0737,dtaa.com,Hayden.R.Tanner@dtaa.com,Of Council
Anika Z Summers,AZS0738,dtaa.com,Anika.Z.Summers@dtaa.com,Director
Caleb S Delacruz,CSD0739,dtaa.com,Caleb.S.Delacruz@dtaa.com,Administrative Staff
Troy N Beard,TNB0740,dtaa.com,Troy.N.Beard@dtaa.com,Project Manager
Eleanor L Alvarez,ELA0741,dtaa.com,Eleanor.L.Alvarez@dtaa.com,Tradesman
Megan D Sosa,MDS0742,dtaa.com,Megan.D.Sosa@dtaa.com,Senior Manger
Mark G Foley,MGF0743,dtaa.com,Mark.G.Foley@dtaa.com,Senior Manger
Jamalia L Carter,JLC0744,dtaa.com,Jamalia.L.Carter@dtaa.com,Tradesman
Elvis A Morin,EAM0745,dtaa.com,Elvis.A.Morin@dtaa.com,Engineer
Phyllis I Phillips,PIP0746,dtaa.com,Phyllis.I.Phillips@dtaa.com,Tradesman
Lane R Hood,LRH0747,dtaa.com,Lane.R.Hood@dtaa.com,Project Manager
Mia E Dejesus,MED0748,dtaa.com,Mia.E.Dejesus@dtaa.com,Administrative Staff
Kaye S Oneil,KSO0749,dtaa.com,Kaye.S.Oneil@dtaa.com,Technician
Adam E Castro,AEC0750,dtaa.com,Adam.E.Castro@dtaa.com,Director
Sloane J Beasley,SJB0751,dtaa.com,Sloane.J.Beasley@dtaa.com,Engineer
Jennifer C Lowe,JCL0752,dtaa.com,Jennifer.C.Lowe@dtaa.com,Tradesman
Elton C Graves,ECG0753,dtaa.com,Elton.C.Graves@dtaa.com,Administrative Assistant
Donna A Goodman,DAG0754,dtaa.com,Donna.A.Goodman@dtaa.com,Senior Manger
Kendall M Watson,KMW0755,dtaa.com,Kendall.M.Watson@dtaa.com,Technician
Stephanie V Melton,SVM0756,dtaa.com,Stephanie.V.Melton@dtaa.com,Tradesman
Carolyn A Valentine,CAV0757,dtaa.com,Carolyn.A.Valentine@dtaa.com,Administrative Staff
Anika R Randall,ARR0758,dtaa.com,Anika.R.Randall@dtaa.com,Administrative Staff
Jarrod M Martin,JMM0759,dtaa.com,Jarrod.M.Martin@dtaa.com,Foreman
Aubrey F Foster,AFF0760,dtaa.com,Aubrey.F.Foster@dtaa.com,Foreman
Chadwick P Perry,CPP0761,dtaa.com,Chadwick.P.Perry@dtaa.com,Engineer
Camilla B Hendrix,CBH0762,dtaa.com,Camilla.B.Hendrix@dtaa.com,Technician
Nicholas S Duran,NSD0763,dtaa.com,Nicholas.S.Duran@dtaa.com,Foreman
Wyoming P Holden,WPH0764,dtaa.com,Wyoming.P.Holden@dtaa.com,Foreman
Nicole W Camacho,NWC0765,dtaa.com,Nicole.W.Camacho@dtaa.com,Tradesman
Echo D Gray,EDG0766,dtaa.com,Echo.D.Gray@dtaa.com,Administrative Staff
Lamar N Douglas,LND0767,dtaa.com,Lamar.N.Douglas@dtaa.com,Engineer
Scott W Mcleod,SWM0768,dtaa.com,Scott.W.Mcleod@dtaa.com,Foreman
Abigail P Callahan,APC0769,dtaa.com,Abigail.P.Callahan@dtaa.com,Technician
Rhea Q Hammond,RQH0770,dtaa.com,Rhea.Q.Hammond@dtaa.com,Tradesman
Nichole Z Durham,NZD0771,dtaa.com,Nichole.Z.Durham@dtaa.com,Administrative Staff
Larissa J Randall,LJR0772,dtaa.com,Larissa.J.Randall@dtaa.com,Tradesman
Stacey M Dalton,SMD0773,dtaa.com,Stacey.M.Dalton@dtaa.com,Technician
Brielle A Harris,BAH0774,dtaa.com,Brielle.A.Harris@dtaa.com,Technician
Jonathan G Calderon,JGC0775,dtaa.com,Jonathan.G.Calderon@dtaa.com,Technician
Ingrid M Dorsey,IMD0776,dtaa.com,Ingrid.M.Dorsey@dtaa.com,Technician
Inez V Frost,IVF0777,dtaa.com,Inez.V.Frost@dtaa.com,Tradesman
Stephen L Copeland,SLC0778,dtaa.com,Stephen.L.Copeland@dtaa.com,Engineer
Ishmael C Ballard,ICB0779,dtaa.com,Ishmael.C.Ballard@dtaa.com,Foreman
Robert R Lancaster,RRL0780,dtaa.com,Robert.R.Lancaster@dtaa.com,Senior Manger
Samuel L Mann,SLM0781,dtaa.com,Samuel.L.Mann@dtaa.com,Project Manager
Eve M Mitchell,EMM0782,dtaa.com,Eve.M.Mitchell@dtaa.com,Technician
Theodore H Burton,THB0783,dtaa.com,Theodore.H.Burton@dtaa.com,Engineer
Harper J Pace,HJP0784,dtaa.com,Harper.J.Pace@dtaa.com,Engineer
Hayden E Glover,HEG0785,dtaa.com,Hayden.E.Glover@dtaa.com,Engineer
Oprah B Daniels,OBD0786,dtaa.com,Oprah.B.Daniels@dtaa.com,Administrative Staff
Beau A Key,BAK0787,dtaa.com,Beau.A.Key@dtaa.com,Foreman
Kane B Compton,KBC0788,dtaa.com,Kane.B.Compton@dtaa.com,Foreman
Owen Z Delaney,OZD0789,dtaa.com,Owen.Z.Delaney@dtaa.com,Administrative Assistant
Demetrius R Holman,DRH0790,dtaa.com,Demetrius.R.Holman@dtaa.com,Technician
Xena I Noel,XIN0791,dtaa.com,Xena.I.Noel@dtaa.com,Technician
Lev C Lucas,LCL0792,dtaa.com,Lev.C.Lucas@dtaa.com,Technician
Julie M Santana,JMS0793,dtaa.com,Julie.M.Santana@dtaa.com,Administrative Staff
Edward N Peterson,ENP0794,dtaa.com,Edward.N.Peterson@dtaa.com,Tradesman
Hiram C Rodriguez,HCR0795,dtaa.com,Hiram.C.Rodriguez@dtaa.com,Technician
Hadassah K Owens,HKO0796,dtaa.com,Hadassah.K.Owens@dtaa.com,Engineer
Aurelia I Burns,AIB0797,dtaa.com,Aurelia.I.Burns@dtaa.com,Administrative Staff
Dalton F Ward,DFW0798,dtaa.com,Dalton.F.Ward@dtaa.com,Engineer
Audrey S Pennington,ASP0799,dtaa.com,Audrey.S.Pennington@dtaa.com,Tradesman
Brent C Johnson,BCJ0800,dtaa.com,Brent.C.Johnson@dtaa.com,Engineer
Ocean Y Rojas,OYR0801,dtaa.com,Ocean.Y.Rojas@dtaa.com,Technician
Herman E Dickerson,HED0802,dtaa.com,Herman.E.Dickerson@dtaa.com,Engineer
Arsenio C Hoover,ACH0803,dtaa.com,Arsenio.C.Hoover@dtaa.com,Administrative Assistant
Aphrodite J Nieves,AJN0804,dtaa.com,Aphrodite.J.Nieves@dtaa.com,Technician
Stephen I Parsons,SIP0805,dtaa.com,Stephen.I.Parsons@dtaa.com,Project Manager
Kelsey D Love,KDL0806,dtaa.com,Kelsey.D.Love@dtaa.com,Tradesman
Neve D Humphrey,NDH0807,dtaa.com,Neve.D.Humphrey@dtaa.com,Tradesman
Brooke P Byrd,BPB0808,dtaa.com,Brooke.P.Byrd@dtaa.com,Tradesman
Portia J Stokes,PJS0809,dtaa.com,Portia.J.Stokes@dtaa.com,Technician
Chancellor D Ellison,CDE0810,dtaa.com,Chancellor.D.Ellison@dtaa.com,Engineer
Finn L Castaneda,FLC0811,dtaa.com,Finn.L.Castaneda@dtaa.com,Engineer
Harriet N Farmer,HNF0812,dtaa.com,Harriet.N.Farmer@dtaa.com,Administrative Staff
Wyoming A Hyde,WAH0813,dtaa.com,Wyoming.A.Hyde@dtaa.com,Technician
Caryn M Carpenter,CMC0814,dtaa.com,Caryn.M.Carpenter@dtaa.com,Administrative Staff
Stacy S Wyatt,SSW0815,dtaa.com,Stacy.S.Wyatt@dtaa.com,Loading Dock
Warren N Small,WNS0816,dtaa.com,Warren.N.Small@dtaa.com,Administrative Assistant
Jordan C Galloway,JCG0817,dtaa.com,Jordan.C.Galloway@dtaa.com,Technician
Susan P Kennedy,SPK0818,dtaa.com,Susan.P.Kennedy@dtaa.com,Technician
Cooper L Sharp,CLS0819,dtaa.com,Cooper.L.Sharp@dtaa.com,Project Manager
Geoffrey J Golden,GJG0820,dtaa.com,Geoffrey.J.Golden@dtaa.com,Project Manager
Hasad P Noble,HPN0821,dtaa.com,Hasad.P.Noble@dtaa.com,Administrative Staff
Irma A Haynes,IAH0822,dtaa.com,Irma.A.Haynes@dtaa.com,Administrative Staff
Honorato D Rollins,HDR0823,dtaa.com,Honorato.D.Rollins@dtaa.com,Administrative Staff
Ashton S Stein,ASS0824,dtaa.com,Ashton.S.Stein@dtaa.com,Senior Manger
Portia R Hughes,PRH0825,dtaa.com,Portia.R.Hughes@dtaa.com,Tradesman
Rhoda V Malone,RVM0826,dtaa.com,Rhoda.V.Malone@dtaa.com,Administrative Staff
Charde C Morris,CCM0827,dtaa.com,Charde.C.Morris@dtaa.com,Technician
Arthur W Becker,AWB0828,dtaa.com,Arthur.W.Becker@dtaa.com,Engineer
Quinlan C Dudley,QCD0829,dtaa.com,Quinlan.C.Dudley@dtaa.com,Administrative Assistant
Athena M Moses,AMM0830,dtaa.com,Athena.M.Moses@dtaa.com,Tradesman
Tatyana L Blackburn,TLB0831,dtaa.com,Tatyana.L.Blackburn@dtaa.com,Administrative Staff
Quincy N Cherry,QNC0832,dtaa.com,Quincy.N.Cherry@dtaa.com,Tradesman
Aubrey B Donovan,ABD0833,dtaa.com,Aubrey.B.Donovan@dtaa.com,Technician
Adrian L West,ALW0834,dtaa.com,Adrian.L.West@dtaa.com,Engineer
Seth E Rivers,SER0835,dtaa.com,Seth.E.Rivers@dtaa.com,Administrative Staff
Abra B Logan,ABL0836,dtaa.com,Abra.B.Logan@dtaa.com,Technician
Melinda W Jarvis,MWJ0837,dtaa.com,Melinda.W.Jarvis@dtaa.com,Engineer
Melissa X Meadows,MXM0838,dtaa.com,Melissa.X.Meadows@dtaa.com,Engineer
Omar D Weaver,ODW0839,dtaa.com,Omar.D.Weaver@dtaa.com,Project Manager
Kelly M Chapman,KMC0840,dtaa.com,Kelly.M.Chapman@dtaa.com,Administrative Staff
Joan P Parsons,JPP0841,dtaa.com,Joan.P.Parsons@dtaa.com,Technician
Nichole S Contreras,NSC0842,dtaa.com,Nichole.S.Contreras@dtaa.com,Technician
Leila L Bartlett,LLB0843,dtaa.com,Leila.L.Bartlett@dtaa.com,Technician
Ruby L Evans,RLE0844,dtaa.com,Ruby.L.Evans@dtaa.com,Administrative Staff
Demetria R Neal,DRN0845,dtaa.com,Demetria.R.Neal@dtaa.com,Tradesman
Phyllis C Maxwell,PCM0846,dtaa.com,Phyllis.C.Maxwell@dtaa.com,Engineer
Plato U Horn,PUH0847,dtaa.com,Plato.U.Horn@dtaa.com,Director
Kay U Castillo,KUC0848,dtaa.com,Kay.U.Castillo@dtaa.com,Director
Unity J Church,UJC0849,dtaa.com,Unity.J.Church@dtaa.com,Administrative Staff
Brynne N William,BNW0850,dtaa.com,Brynne.N.William@dtaa.com,Tradesman
Mannix C Cain,MCC0851,dtaa.com,Mannix.C.Cain@dtaa.com,Foreman
Reed V Savage,RVS0852,dtaa.com,Reed.V.Savage@dtaa.com,Janitor
Marcia W Hoffman,MWH0853,dtaa.com,Marcia.W.Hoffman@dtaa.com,Loading Dock
Chiquita A Conway,CAC0854,dtaa.com,Chiquita.A.Conway@dtaa.com,Tradesman
Russell D Padilla,RDP0855,dtaa.com,Russell.D.Padilla@dtaa.com,Administrative Assistant
Cleo T Hull,CTH0856,dtaa.com,Cleo.T.Hull@dtaa.com,Technician
Delilah S Turner,DST0857,dtaa.com,Delilah.S.Turner@dtaa.com,Technician
Hedy N Strickland,HNS0858,dtaa.com,Hedy.N.Strickland@dtaa.com,Technician
Oren S Shaffer,OSS0859,dtaa.com,Oren.S.Shaffer@dtaa.com,Administrative Assistant
Hillary E Russell,HER0860,dtaa.com,Hillary.E.Russell@dtaa.com,Technician
Ria L Wiley,RLW0861,dtaa.com,Ria.L.Wiley@dtaa.com,Technician
Maxine S Knight,MSK0862,dtaa.com,Maxine.S.Knight@dtaa.com,Technician
Giselle H Black,GHB0863,dtaa.com,Giselle.H.Black@dtaa.com,Technician
Rooney C Reynolds,RCR0864,dtaa.com,Rooney.C.Reynolds@dtaa.com,Administrative Assistant
Abigail C Lancaster,ACL0865,dtaa.com,Abigail.C.Lancaster@dtaa.com,Tradesman
Oprah J Green,OJG0866,dtaa.com,Oprah.J.Green@dtaa.com,Tradesman
Willow T Ayers,WTA0867,dtaa.com,Willow.T.Ayers@dtaa.com,Tradesman
Akeem F Dodson,AFD0868,dtaa.com,Akeem.F.Dodson@dtaa.com,Security
Burke S Graves,BSG0869,dtaa.com,Burke.S.Graves@dtaa.com,Technician
Tatum Z Benton,TZB0870,dtaa.com,Tatum.Z.Benton@dtaa.com,Tradesman
Shea K Wallace,SKW0871,dtaa.com,Shea.K.Wallace@dtaa.com,Tradesman
Blaine W Sampson,BWS0872,dtaa.com,Blaine.W.Sampson@dtaa.com,Security
Jane C Stark,JCS0873,dtaa.com,Jane.C.Stark@dtaa.com,Technician
Raphael J Pittman,RJP0874,dtaa.com,Raphael.J.Pittman@dtaa.com,Engineer
Jarrod M Alvarado,JMA0875,dtaa.com,Jarrod.M.Alvarado@dtaa.com,Foreman
Cara C Goodman,CCG0876,dtaa.com,Cara.C.Goodman@dtaa.com,Technician
Colby G Chaney,CGC0877,dtaa.com,Colby.G.Chaney@dtaa.com,Foreman
Amanda R Richard,ARR0878,dtaa.com,Amanda.R.Richard@dtaa.com,Technician
Rose B Cantu,RBC0879,dtaa.com,Rose.B.Cantu@dtaa.com,Administrative Staff
Katell A Gill,KAG0880,dtaa.com,Katell.A.Gill@dtaa.com,Engineer
Sebastian K Levy,SKL0881,dtaa.com,Sebastian.K.Levy@dtaa.com,Project Manager
Ray A Young,RAY0882,dtaa.com,Ray.A.Young@dtaa.com,Technician
Mohammad S Tyler,MST0883,dtaa.com,Mohammad.S.Tyler@dtaa.com,Foreman
Tad X Roy,TXR0884,dtaa.com,Tad.X.Roy@dtaa.com,Administrative Assistant
McKenzie V Logan,MVL0885,dtaa.com,McKenzie.V.Logan@dtaa.com,Administrative Staff
Malik E Vazquez,MEV0886,dtaa.com,Malik.E.Vazquez@dtaa.com,Technician
Diana S Bryant,DSB0887,dtaa.com,Diana.S.Bryant@dtaa.com,Tradesman
Evan J Benjamin,EJB0888,dtaa.com,Evan.J.Benjamin@dtaa.com,Senior Manger
Zelda A Ball,ZAB0889,dtaa.com,Zelda.A.Ball@dtaa.com,Security
Price M Gilliam,PMG0890,dtaa.com,Price.M.Gilliam@dtaa.com,Engineer
Harding N Rose,HNR0891,dtaa.com,Harding.N.Rose@dtaa.com,Administrative Staff
Marah J Foley,MJF0892,dtaa.com,Marah.J.Foley@dtaa.com,Tradesman
Nicholas D Mcintyre,NDM0893,dtaa.com,Nicholas.D.Mcintyre@dtaa.com,Administrative Assistant
Walter W Cantrell,WWC0894,dtaa.com,Walter.W.Cantrell@dtaa.com,Foreman
Sybill X Horton,SXH0895,dtaa.com,Sybill.X.Horton@dtaa.com,Technician
